Clean_Name,min_CC50_mM_on_human,biocompatibility_label,num_measurements,num_human_measurements
1-BUTYL-1-METHYLPYRROLIDIN-1-IUM HEXAFLUOROARSENATE(V),6.944,-1,1,1
1-BUTYL-1-METHYLPYRROLIDIN-1-IUM METHYL SULFATE,3.95,-1,1,1
1-BUTYL-2-METHYLPYRIDIN-1-IUM TETRAFLUOROBORATE,1.778,-1,1,1
1-BUTYL-3 4-DIMETHYLPYRIDIN-1-IUM TETRAFLUOROBORATE,1.047,-1,1,1
1-BUTYL-3 5-DIMETHYLPYRIDIN-1-IUM TETRAFLUOROBORATE,1.778,-1,1,1
1-BUTYL-3-METHYLPYRIDIN-1-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.81,-1,1,1
1-BUTYL-3-METHYLPYRIDIN-1-IUM CHLORIDE,4.13,-1,7,7
1-BUTYL-3-METHYLPYRIDIN-1-IUM TETRAFLUOROBORATE,1.995,-1,1,1
1-BUTYL-3-VINYL-1H-IMIDAZOL-3-IUM BROMIDE,1.987,-1,1,1
1-BUTYLPYRIDIN-1-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.39,-1,2,2
1-BUTYLPYRIDIN-1-IUM TETRAFLUOROBORATE,1.445,-1,8,8
1-CARBOXY-N N N-TRIMETHYLMETHANAMINIUM 2-HYDROXYBENZOATE,5.4,-1,2,2
1-ETHYL-1-METHYLPYRROLIDIN-1-IUM BROMIDE,3.0447,-1,2,2
1-ETHYL-3-METHYLPYRIDIN-1-IUM 1 1 2 2 3 3 4 4 4-NONAFLUOROBUTANE-1-SULFONATE,6.998,-1,4,4
1-ETHYL-3-PROPYL-1H-IMIDAZOL-3-IUM BROMIDE,1.995,-1,1,1
1-ETHYLPIPERAZIN-1-IUM 2-HYDROXYPROPANOATE,5.14,-1,4,4
1-ETHYLPIPERAZIN-1-IUM TETRAFLUOROBORATE,1.436,-1,4,4
1-ETHYLPYRIDIN-1-IUM BROMIDE,4.743,-1,7,7
1-HEXYL-1-METHYLPYRROLIDIN-1-IUM CHLORIDE,1.479,-1,1,1
1-METHYL-1-OCTYLPIPERIDIN-1-IUM DICYANAMIDE,5.386,-1,1,1
1-METHYL-1-OCTYLPIPERIDIN-1-IUM TETRAFLUOROBORATE,1.153,-1,1,1
1-METHYL-1-OCTYLPIPERIDIN-1-IUM TRIFLUOROMETHANESULFONATE,1.079,-1,1,1
1-METHYL-1-PROPYLPYRROLIDIN-1-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,4.63,-1,2,2
1-METHYL-1H-IMIDAZOL-1-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,6.54,-1,1,1
1-METHYL-3-((3-METHYL-1H-IMIDAZOL-3-IUM-1-YL)METHYL)-1H-IMIDAZOL-3-IUM IODIDE,6.23,-1,1,1
1-METHYL-3-(2-(3-METHYL-1H-IMIDAZOL-3-IUM-1-YL)ETHYL)-1H-IMIDAZOL-3-IUM BROMIDE,7.47,-1,1,1
1-METHYL-3-(3-(3-METHYL-1H-IMIDAZOL-3-IUM-1-YL)PROPYL)-1H-IMIDAZOL-3-IUM BROMIDE,9.67,-1,1,1
1-METHYL-3-(3-OXOBUTYL)-1H-IMIDAZOL-3-IUM BROMIDE,3.02,-1,1,1
1-METHYL-3-(6-(3-METHYL-1H-IMIDAZOL-3-IUM-1-YL)HEXYL)-1H-IMIDAZOL-3-IUM BROMIDE,9.09,-1,1,1
1-METHYL-3-OCTYL-1H-IMIDAZOL-3-IUM 1 1 2 2 3 3 4 4 4-NONAFLUOROBUTANE-1-SULFONATE,1.995,-1,4,4
1-METHYL-3-OCTYL-1H-IMIDAZOL-3-IUM 3-OXO-3H-BENZO D ISOTHIAZOL-2-IDE 1 1-DIOXIDE,6.076,-1,1,1
1-METHYL-3-PROPYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.85,-1,2,2
1-METHYLPIPERAZIN-1-IUM 2-HYDROXYPROPANOATE,9.935,-1,4,4
2 2 -(ETHANE-1 2-DIYLBIS(OXY))BIS(N-(2-HYDROXYETHYL)-N N-DIMETHYLETHAN-1-AMINIUM) ((4-METHOXYPHENYL)SULFONYL)((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.21,-1,1,1
2 2 -(ETHANE-1 2-DIYLBIS(OXY))BIS(N-(2-HYDROXYETHYL)-N N-DIMETHYLETHAN-1-AMINIUM) ((TRIFLUOROMETHYL)SULFONYL)((2 4 6-TRIFLUOROPHENYL)SULFONYL)IMIDE,1.33,-1,1,1
2 2 -(ETHANE-1 2-DIYLBIS(OXY))BIS(N-(2-HYDROXYETHYL)-N N-DIMETHYLETHAN-1-AMINIUM) (HEXYLSULFONYL)((TRIFLUOROMETHYL)SULFONYL)IMIDE,6.1,-1,1,1
2 2 -(ETHANE-1 2-DIYLBIS(OXY))BIS(N-(2-HYDROXYETHYL)-N N-DIMETHYLETHAN-1-AMINIUM) (PHENYLSULFONYL)((TRIFLUOROMETHYL)SULFONYL)IMIDE,3.22,-1,1,1
2 2 -(ETHANE-1 2-DIYLBIS(OXY))BIS(N-(2-HYDROXYETHYL)-N N-DIMETHYLETHAN-1-AMINIUM) BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.45,-1,1,1
2 2 -(ETHANE-1 2-DIYLBIS(OXY))BIS(N-(2-HYDROXYETHYL)-N N-DIMETHYLETHAN-1-AMINIUM) TOSYL((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.37,-1,1,1
2-((4-AMINOBENZOYL)OXY)-N N-DIETHYLETHAN-1-AMINIUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,1.304,-1,1,1
2-(CINNAMOYLOXY)-N N N-TRIMETHYLETHAN-1-AMINIUM IODIDE,8.84,-1,1,1
2-ETHOXY-N-ETHYL-N N-DIMETHYLETHAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.0,-1,1,1
2-ETHYL-N N-DIMETHYL-N-(3-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)PROPYL)HEXAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.51,-1,3,3
2-ETHYL-N-(2-HEXANAMIDOETHYL)-N N-DIMETHYLHEXAN-1-AMINIUM BROMIDE,1.18,-1,3,3
2-HYDROXY-N N N-TRIMETHYLETHAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.6,-1,9,9
2-HYDROXY-N N N-TRIMETHYLETHAN-1-AMINIUM DIBUTYL PHOSPHATE,9.12,-1,1,1
2-HYDROXY-N N N-TRIMETHYLETHAN-1-AMINIUM METHANESULFONATE,5.0183,-1,1,1
2-HYDROXY-N N N-TRIMETHYLETHAN-1-AMINIUM METHYL SULFATE,4.65,-1,1,1
2-HYDROXY-N N N-TRIMETHYLETHAN-1-AMINIUM O O-DIETHYL PHOSPHORODITHIOATE,8.128,-1,1,1
2-HYDROXYETHAN-1-AMINIUM 2-HYDROXYACETATE,1.7,-1,1,1
2-METHOXY-2-OXOETHAN-1-AMINIUM TETRAFLUOROBORATE,9.94,-1,1,1
2-METHOXY-N N N-TRIMETHYLETHAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.51,-1,1,1
2-METHOXY-N N N-TRIMETHYLETHAN-1-AMINIUM METHANESULFONATE,4.68845,-1,1,1
2-METHOXY-N N N-TRIMETHYLETHAN-1-AMINIUM METHYL SULFATE,4.3613,-1,1,1
22RV1,,-1,1,1
3 3 -(((3 6 9 12 15-PENTAOXAHEPTADECANE-1 17-DIYL)BIS(1H-1 2 3-TRIAZOLE-1 4-DIYL))BIS(METHYLENE))BIS(1-METHYL-1H-IMIDAZOL-3-IUM) METHANESULFONATE,1.68,-1,1,1
3 3 -(DECANE-1 10-DIYL)BIS(1-METHYL-1H-IMIDAZOL-3-IUM) (R)-2-((S)-1 2-DIHYDROXYETHYL)-4-HYDROXY-5-OXO-2 5-DIHYDROFURAN-3-OLATE,3.1,-1,1,1
3 3 -(DECANE-1 10-DIYL)BIS(1-METHYL-1H-IMIDAZOL-3-IUM) L-PHENYLALANINATE,8.5,-1,1,1
3 3 -(OCTANE-1 8-DIYL)BIS(1-METHYL-1H-IMIDAZOL-3-IUM) (R)-2-((S)-1 2-DIHYDROXYETHYL)-4-HYDROXY-5-OXO-2 5-DIHYDROFURAN-3-OLATE,3.6,-1,1,1
3 3 -(OCTANE-1 8-DIYL)BIS(1-METHYL-1H-IMIDAZOL-3-IUM) L-PHENYLALANINATE,8.3,-1,1,1
3-(2-((2-HYDROXYBENZOYL)OXY)ETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,2.85,-1,2,2
3-(2-((2-HYDROXYBENZOYL)OXY)ETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,4.12,-1,2,2
3-(2-ETHOXYETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.5,-1,1,1
3-(2-HYDROXYETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,2.5,-1,1,1
3-(2-HYDROXYETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,5.18,-1,2,2
3-(2-HYDROXYETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,5.68,-1,2,2
3-(2-METHOXYETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.64,-1,2,2
3-(3-((2-HYDROXYBENZOYL)OXY)PROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,2.55,-1,2,2
3-(3-(DIMETHYLAMINO)PROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.1,-1,1,1
3-(3-CARBOXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,3.02,-1,1,1
3-(3-HYDROXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,4.6,-1,1,1
3-(3-METHOXYPROPYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,2.2,-1,1,1
3-(4-CHLOROBENZYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,1.07,-1,2,2
3-(4-FLUOROBENZYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,2.78,-1,2,2
3-(4-HYDROXYBUTYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,3.02,-1,2,2
3-(4-HYDROXYBUTYL)-1-METHYL-1H-IMIDAZOL-3-IUM CINNAMATE,9.27,-1,1,1
3-(7-CARBOXYHEPTYL)-1-METHYL-1H-IMIDAZOL-3-IUM BROMIDE,3.02,-1,1,1
3-(CYANOMETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,8.0,-1,1,1
3-(ETHOXYMETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.6,-1,1,1
3-(ETHOXYMETHYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,4.0,-1,1,1
3-ALLYL-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,7.04,-1,1,1
3-ALLYL-1-METHYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,7.85,-1,1,1
3-BUTYL-1 2-DIMETHYL-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),6.04,-1,3,3
3-BUTYL-1 2-DIMETHYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,6.026,-1,4,4
3-BUTYL-1-ETHYL-1H-IMIDAZOL-3-IUM ETHYL SULFATE,8.5,-1,2,2
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM 2-(2-METHOXYETHOXY)ETHYL SULFATE,1.4,-1,1,1
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM 2-(4-ISOBUTYLPHENYL)PROPANOATE,2.071,-1,1,1
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM 4-METHYLBENZENESULFONATE,1.55,-1,2,2
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM DICYANAMIDE,1.4,-1,3,3
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM HYDROGEN SULFATE,1.9,-1,4,4
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM IODIDE,3.0,-1,2,2
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM METHANESULFONATE,3.2,-1,1,1
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM METHYL SULFATE,1.7,-1,3,3
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM METHYL-POLY(OXY-1 2-ETHANEDIYL) SULFATE,1.1,-1,1,1
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM OCTYL SULFATE,1.7,-1,1,1
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM TETRACHLOROFERRATE(III),7.384,-1,1,1
3-BUTYL-1-METHYL-1H-IMIDAZOL-3-IUM THIOCYANATE,2.6,-1,1,1
3-DECYL-1-METHYL-1H-IMIDAZOL-3-IUM L-LYSINATE,1.9,-1,1,1
3-ETHYL-1 2-DIMETHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.87,-1,1,1
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM 1 1 2 2 3 3 4 4 4-NONAFLUOROBUTANE-1-SULFONATE,6.166,-1,4,4
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,1.39,-1,2,2
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,1.82,-1,10,10
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM BROMIDE,1.4612,-1,6,6
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,9.9,-1,15,15
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM DICYANAMIDE,6.6,-1,3,3
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM DIETHYL PHOSPHATE,7.13,-1,7,7
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM ETHYL SULFATE,8.5,-1,5,5
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),8.4,-1,1,1
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM TETRACYANOBORATE,3.2,-1,1,1
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,2.2,-1,15,15
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM THIOCYANATE,8.0,-1,2,2
3-ETHYL-1-METHYL-1H-IMIDAZOL-3-IUM TRICYANOMETHANIDE,2.0,-1,2,2
3-HEXYL-1-METHYL-1H-IMIDAZOL-3-IUM 1 1 2 2 3 3 4 4 4-NONAFLUOROBUTANE-1-SULFONATE,2.178,-1,6,6
3-HEXYL-1-METHYL-1H-IMIDAZOL-3-IUM 2-HYDROXYBENZOATE,1.96,-1,2,2
3-HEXYL-1-METHYL-1H-IMIDAZOL-3-IUM DICYANAMIDE,1.75,-1,1,1
3-HEXYL-1-VINYL-1H-IMIDAZOL-3-IUM BROMIDE,1.644,-1,1,1
3-HYDROXY-1-((PENTYLOXY)METHYL)PYRIDIN-1-IUM 3-OXO-3H-BENZO D ISOTHIAZOL-2-IDE 1 1-DIOXIDE,3.2,-1,1,1
3-HYDROXY-1-((PENTYLOXY)METHYL)PYRIDIN-1-IUM 6-METHYL-4-OXO-4H-1 2 3-OXATHIAZIN-3-IDE 2 2-DIOXIDE,3.8,-1,1,1
3-HYDROXY-1-(PROPOXYMETHYL)PYRIDIN-1-IUM 3-OXO-3H-BENZO D ISOTHIAZOL-2-IDE 1 1-DIOXIDE,4.2,-1,1,1
3-HYDROXY-1-(PROPOXYMETHYL)PYRIDIN-1-IUM 6-METHYL-4-OXO-4H-1 2 3-OXATHIAZIN-3-IDE 2 2-DIOXIDE,3.1,-1,1,1
