Clean_Name,min_CC50_mM_on_human,biocompatibility_label,num_measurements,num_human_measurements
(3-CHLOROPROPYL)TRIS(4-(DIMETHYLAMINO)PHENYL)PHOSPHONIUM CHLORIDE,0.0001,0,6,6
(3-OXO-3-(PHENYLAMINO)PROPYL)TRIPHENYLPHOSPHONIUM CHLORIDE,0.2059,0,1,1
(4-((4 5-DIHYDROXY-7-METHYL-9 10-DIOXO-9 10-DIHYDROANTHRACEN-2-YL)OXY)BUTYL)TRIPHENYLPHOSPHONIUM BROMIDE,0.00222,0,4,4
(4-(7-METHOXY-2-OXO-2H-CHROMEN-3-YL)PHENYL)(METHYL)DI-P-TOLYLPHOSPHONIUM IODIDE,0.0101,0,4,4
(4-ETHOXY-4-OXOBUTYL)TRIPHENYLPHOSPHONIUM CHLORIDE,0.2827,0,1,1
(4-ETHOXYBENZYL)TRIPHENYLPHOSPHONIUM OCTAISOTHIOCYANATODYSPROSATE(III),0.019,0,5,5
(4-FORMYLBENZYL)TRIPHENYLPHOSPHONIUM CHLORIDE,0.00714,0,8,8
(4-NITROBENZYL)TRIPHENYLPHOSPHONIUM OCTAISOTHIOCYANATODYSPROSATE(III),0.091,0,5,5
(5-((4 5-DIHYDROXY-7-METHYL-9 10-DIOXO-9 10-DIHYDROANTHRACEN-2-YL)OXY)PENTYL)TRIOCTYLPHOSPHONIUM BROMIDE,0.00458,0,4,4
(5-((4 5-DIHYDROXY-7-METHYL-9 10-DIOXO-9 10-DIHYDROANTHRACEN-2-YL)OXY)PENTYL)TRIPHENYLPHOSPHONIUM BROMIDE,0.00383,0,4,4
(5-HYDRAZINYL-5-OXOPENTYL)TRI-M-TOLYLPHOSPHONIUM CHLORIDE,0.0089,0,8,8
(5-METHOXY-5-OXOPENTYL)TRIPHENYLPHOSPHONIUM CHLORIDE,0.00538,0,8,8
(E)-1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.084,0,4,4
(E)-1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM BROMIDE,0.082,0,4,4
(E)-1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.059,0,4,4
(E)-1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.068,0,4,4
(E)-1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.3,0,4,4
(E)-1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM BROMIDE,0.3,0,4,4
(E)-1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.3,0,4,4
(E)-1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-CHLOROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.3,0,4,4
(E)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.161,0,4,4
(E)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM BROMIDE,0.149,0,4,4
(E)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.156,0,4,4
(E)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.109,0,4,4
(E)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.3,0,4,4
(E)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM BROMIDE,0.3,0,4,4
(E)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.3,0,4,4
(E)-1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-METHOXYPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.3,0,4,4
(E)-1-(2-(4-NITROPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-NITROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.102,0,4,4
(E)-1-(2-(4-NITROPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-NITROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM BROMIDE,0.097,0,4,4
(E)-1-(2-(4-NITROPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-NITROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.095,0,4,4
(E)-1-(2-(4-NITROPHENYL)-2-OXOETHYL)-3-((2-(1-(2-(4-NITROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.093,0,4,4
(E)-1-(2-(4-NITROPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-NITROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.3,0,4,4
(E)-1-(2-(4-NITROPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-NITROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM BROMIDE,0.3,0,4,4
(E)-1-(2-(4-NITROPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-NITROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.3,0,4,4
(E)-1-(2-(4-NITROPHENYL)-2-OXOETHYL)-4-((2-(1-(2-(4-NITROPHENYL)-2-OXOETHYL)PYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.3,0,4,4
(E)-1-DECYL-3-((2-(1-DECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.01805,0,4,4
(E)-1-DECYL-3-((2-(1-DECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.02347,0,4,4
(E)-1-DECYL-3-((2-(1-DECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM IODIDE,0.01513,0,4,4
(E)-1-DECYL-3-((2-(1-DECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.01076,0,4,4
(E)-1-DECYL-3-(6-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)HEXYL)-1H-IMIDAZOL-3-IUM BROMIDE,0.00284,0,2,2
(E)-1-DECYL-4-((HYDROXYIMINO)METHYL)PYRIDIN-1-IUM BROMIDE,0.108,0,1,1
(E)-1-DODECYL-3-((2-(1-DODECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.0105,0,4,4
(E)-1-DODECYL-3-((2-(1-DODECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.03381,0,4,4
(E)-1-DODECYL-3-((2-(1-DODECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM IODIDE,0.02694,0,4,4
(E)-1-DODECYL-3-((2-(1-DODECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.03934,0,4,4
(E)-1-DODECYL-4-((HYDROXYIMINO)METHYL)PYRIDIN-1-IUM BROMIDE,0.016,0,1,1
(E)-1-HEXADECYL-3-((2-(1-HEXADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.08775,0,4,4
(E)-1-HEXADECYL-3-((2-(1-HEXADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.08222,0,4,4
(E)-1-HEXADECYL-3-((2-(1-HEXADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM IODIDE,0.007111,0,4,4
(E)-1-HEXADECYL-3-((2-(1-HEXADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.10372,0,4,4
(E)-1-HEXADECYL-4-((HYDROXYIMINO)METHYL)PYRIDIN-1-IUM BROMIDE,0.007,0,1,1
(E)-1-NONYL-3-((2-(1-NONYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.01941,0,4,4
(E)-1-NONYL-3-((2-(1-NONYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.01988,0,4,4
(E)-1-NONYL-3-((2-(1-NONYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM IODIDE,0.05556,0,4,4
(E)-1-NONYL-3-((2-(1-NONYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.03142,0,4,4
(E)-1-OCTADECYL-3-((2-(1-OCTADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.904,0,4,4
(E)-1-OCTADECYL-3-((2-(1-OCTADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.11804,0,4,4
(E)-1-OCTADECYL-3-((2-(1-OCTADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM IODIDE,0.02208,0,4,4
(E)-1-OCTADECYL-3-((2-(1-OCTADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.3825,0,4,4
(E)-1-OCTYL-3-((2-(1-OCTYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.07104,0,4,4
(E)-1-OCTYL-3-((2-(1-OCTYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.04272,0,4,4
(E)-1-OCTYL-3-((2-(1-OCTYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM IODIDE,0.06427,0,4,4
(E)-1-OCTYL-3-((2-(1-OCTYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.06124,0,4,4
(E)-1-TETRADECYL-3-((2-(1-TETRADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM 2 2 2-TRIFLUOROACETATE,0.03852,0,4,4
(E)-1-TETRADECYL-3-((2-(1-TETRADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM HEXAFLUOROPHOSPHATE(V),0.02999,0,4,4
(E)-1-TETRADECYL-3-((2-(1-TETRADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM IODIDE,0.03683,0,4,4
(E)-1-TETRADECYL-3-((2-(1-TETRADECYLPYRIDIN-1-IUM-4-CARBONYL)HYDRAZONO)METHYL)PYRIDIN-1-IUM TETRAFLUOROBORATE,0.04205,0,4,4
(E)-3-(10-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)DECYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.0014,0,2,2
(E)-3-(11-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)UNDECYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.00167,0,2,2
(E)-3-(12-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)DODECYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.00174,0,2,2
(E)-3-(3-(3-HYDROXY-4-(((4-(TRIFLUOROMETHYL)PHENYL)IMINO)METHYL)PHENOXY)PROPYL)-4-METHYLTHIAZOL-3-IUM BROMIDE,0.04595,0,2,2
(E)-3-(3-(3-HYDROXY-4-(((4-(TRIFLUOROMETHYL)PHENYL)IMINO)METHYL)PHENOXY)PROPYL)-4-METHYLTHIAZOL-3-IUM HEXAFLUOROPHOSPHATE(V),0.08356,0,2,2
(E)-3-(3-(3-HYDROXY-4-(((4-(TRIFLUOROMETHYL)PHENYL)IMINO)METHYL)PHENOXY)PROPYL)-4-METHYLTHIAZOL-3-IUM TETRAFLUOROBORATE,0.03073,0,2,2
(E)-3-(3-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)PROPYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.01242,0,2,2
(E)-3-(4-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)BUTYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.0052,0,2,2
(E)-3-(4-HYDROXY-3-(((5-OXO-2-THIOXOIMIDAZOLIDIN-1-YL)IMINO)METHYL)BENZYL)-1-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,0.03258,0,2,2
(E)-3-(4-HYDROXY-3-(((5-OXO-2-THIOXOIMIDAZOLIDIN-1-YL)IMINO)METHYL)BENZYL)-1-METHYL-1H-IMIDAZOL-3-IUM TETRAFLUOROBORATE,0.02381,0,2,2
(E)-3-(4-HYDROXY-3-METHOXY-5-((THIAZOL-2-YLIMINO)METHYL)BENZYL)-2-METHYL-1H-IMIDAZOL-3-IUM CHLORIDE,0.037,0,1,1
(E)-3-(5-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)PENTYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.00364,0,2,2
(E)-3-(6-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)HEXYL)-1-DODECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.00142,0,2,2
(E)-3-(6-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)HEXYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.00072,0,4,4
(E)-3-(6-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)HEXYL)-1-OCTADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.00061,0,2,2
(E)-3-(6-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)HEXYL)-1-TETRADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.00177,0,2,2
(E)-3-(7-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)HEPTYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.00298,0,2,2
(E)-3-(8-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)OCTYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.00118,0,2,2
(E)-3-(9-(4-((4-(DECYLOXY)PHENYL)DIAZENYL)-2 3 5 6-TETRAFLUOROPHENOXY)NONYL)-1-HEXADECYL-1H-IMIDAZOL-3-IUM BROMIDE,0.00185,0,2,2
(E)-4-((HYDROXYIMINO)METHYL)-1-ICOSYLPYRIDIN-1-IUM BROMIDE,0.0029,0,1,1
(E)-4-((HYDROXYIMINO)METHYL)-1-OCTADECYLPYRIDIN-1-IUM BROMIDE,0.0035,0,1,1
(E)-4-((HYDROXYIMINO)METHYL)-1-OCTYLPYRIDIN-1-IUM BROMIDE,1.0,0,1,1
(E)-4-((HYDROXYIMINO)METHYL)-1-TETRADECYLPYRIDIN-1-IUM BROMIDE,0.014,0,1,1
(E)-N-(2-HYDROXYETHYL)-N N-DIMETHYLPROP-1-EN-1-AMINIUM CHLORIDE,34.08,1,1,1
(R)-1-METHOXY-1-OXOPROPAN-2-AMINIUM 2-HYDROXYPROPANOATE,25.0,1,1,1
(R)-4-(HEXYLOXY)-2-HYDROXY-N N N-TRIMETHYL-4-OXOBUTAN-1-AMINIUM BROMIDE,27.6,1,1,1
(R)-N-((DIMETHYLAMINO)((1-(OCTADECYLOXY)-1-OXO-3-PHENYLPROPAN-2-YL)AMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.0022,0,1,1
(S)-1-BUTOXY-3-METHYL-1-OXOBUTAN-2-AMINIUM 2-HYDROXYBENZOATE,0.992,0,2,2
(S)-1-METHOXY-1-OXOPROPAN-2-AMINIUM NITRATE,20.0,1,1,1
(S)-2-((1-(DECYLOXY)-3-(4-(DECYLOXY)PHENYL)-1-OXOPROPAN-2-YL)AMINO)-1 3-DIMETHYL-4 5-DIHYDRO-1H-IMIDAZOL-3-IUM CHLORIDE,0.0037,0,1,1
(S)-2-(ETHOXYCARBONYL)PYRROLIDIN-1-IUM (S)-4-CARBOXY-4-(4-(((2 4-DIAMINOPTERIDIN-6-YL)METHYL)(METHYL)AMINO)BENZAMIDO)BUTANOATE,0.0515,0,1,1
(S)-2-(ETHOXYCARBONYL)PYRROLIDIN-1-IUM 2-HYDROXYBENZOATE,18.3,1,2,2
(S)-2-(METHOXYCARBONYL)PYRROLIDIN-1-IUM 2-HYDROXYBENZOATE,17.6,1,2,2
(S)-N-(((1-(DECYLOXY)-1-OXO-3-(4-(TETRADECYLOXY)PHENYL)PROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.05066,0,1,1
(S)-N-(((1-(DECYLOXY)-1-OXO-3-PHENYLPROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.00205,0,1,1
(S)-N-(((1-(DECYLOXY)-3-(4-(DECYLOXY)PHENYL)-1-OXOPROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.00285,0,1,1
(S)-N-(((1-(DECYLOXY)-3-(4-(HEXADECYLOXY)PHENYL)-1-OXOPROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.05885,0,1,1
(S)-N-(((1-(DECYLOXY)-3-(4-(OCTADECYLOXY)PHENYL)-1-OXOPROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.06873,0,1,1
(S)-N-(((1-(DECYLOXY)-3-(4-(OCTYLOXY)PHENYL)-1-OXOPROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.00489,0,1,1
(S)-N-(((3-(3 4-BIS(DECYLOXY)PHENYL)-1-(DECYLOXY)-1-OXOPROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.12,0,1,1
(S)-N-(((3-(3 4-BIS(DECYLOXY)PHENYL)-1-(OCTADECYLOXY)-1-OXOPROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.00343,0,1,1
(S)-N-(((3-(3 4-BIS(DODECYLOXY)PHENYL)-1-(OCTADECYLOXY)-1-OXOPROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.00896,0,1,1
(S)-N-(((3-(3 4-BIS(HEXADECYLOXY)PHENYL)-1-(OCTADECYLOXY)-1-OXOPROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.12,0,1,1
(S)-N-(((3-(3 4-BIS(OCTADECYLOXY)PHENYL)-1-(OCTADECYLOXY)-1-OXOPROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.02194,0,1,1
(S)-N-(((3-(3 4-BIS(TETRADECYLOXY)PHENYL)-1-(OCTADECYLOXY)-1-OXOPROPAN-2-YL)AMINO)(DIMETHYLAMINO)METHYLENE)-N-METHYLMETHANAMINIUM CHLORIDE,0.06172,0,1,1
