source_file,Name,Clean_Name,CC50_raw,CC50_mM,Canonical_SMILES,MolWt,LogP,TPSA,HBD,HBA,AromaticRings
ammonium.csv,"2-ethyl-N-(2-(2-hydroxyacetamido)ethyl)-N,N-dimethylhexan-1-aminium bromide",2-ETHYL-N-(2-(2-HYDROXYACETAMIDO)ETHYL)-N N-DIMETHYLHEXAN-1-AMINIUM BROMIDE,,,CCCCC(CC)C[N+](C)(C)CCNC(=O)CO.[Br-],339.3179999999999,-1.608299999999995,49.33,2.0,2.0,0.0
ammonium.csv,"2-ethyl-N-(2-(2-hydroxyacetamido)ethyl)-N,N-dimethylhexan-1-aminium bromide",2-ETHYL-N-(2-(2-HYDROXYACETAMIDO)ETHYL)-N N-DIMETHYLHEXAN-1-AMINIUM BROMIDE,,,CCCCC(CC)C[N+](C)(C)CCNC(=O)CO.[Br-],339.3179999999999,-1.608299999999995,49.33,2.0,2.0,0.0
ammonium.csv,"2-ethyl-N-(2-hexanamidoethyl)-N,N-dimethylhexan-1-aminium bromide",2-ETHYL-N-(2-HEXANAMIDOETHYL)-N N-DIMETHYLHEXAN-1-AMINIUM BROMIDE,,,CCCCCC(=O)NCC[N+](C)(C)CC(CC)CCCC.[Br-],379.4270000000001,0.9797000000000018,29.1,1.0,1.0,0.0
ammonium.csv,"2-ethyl-N-(2-hexanamidoethyl)-N,N-dimethylhexan-1-aminium bromide",2-ETHYL-N-(2-HEXANAMIDOETHYL)-N N-DIMETHYLHEXAN-1-AMINIUM BROMIDE,,,CCCCCC(=O)NCC[N+](C)(C)CC(CC)CCCC.[Br-],379.4270000000001,0.9797000000000018,29.1,1.0,1.0,0.0
ammonium.csv,"2-ethyl-N-(2-hexanamidoethyl)-N,N-dimethylhexan-1-aminium bromide",2-ETHYL-N-(2-HEXANAMIDOETHYL)-N N-DIMETHYLHEXAN-1-AMINIUM BROMIDE,,,CCCCCC(=O)NCC[N+](C)(C)CC(CC)CCCC.[Br-],379.4270000000001,0.9797000000000018,29.1,1.0,1.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)hexan-1-aminium bis((trifluoromethyl)sulfonyl)imide",2-ETHYL-N N-DIMETHYL-N-(2-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)ETHYL)HEXAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,,,CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,659.6650000000003,-0.10939999999999589,212.62999999999997,6.0,10.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)hexan-1-aminium bis((trifluoromethyl)sulfonyl)imide",2-ETHYL-N N-DIMETHYL-N-(2-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)ETHYL)HEXAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,,,CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,659.6650000000003,-0.10939999999999589,212.62999999999997,6.0,10.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)hexan-1-aminium bis((trifluoromethyl)sulfonyl)imide",2-ETHYL-N N-DIMETHYL-N-(2-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)ETHYL)HEXAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,,,CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,659.6650000000003,-0.10939999999999589,212.62999999999997,6.0,10.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)hexan-1-aminium bromide",2-ETHYL-N N-DIMETHYL-N-(2-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)ETHYL)HEXAN-1-AMINIUM BROMIDE,,,CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],459.422,-4.164699999999993,130.25,6.0,6.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)hexan-1-aminium bromide",2-ETHYL-N N-DIMETHYL-N-(2-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)ETHYL)HEXAN-1-AMINIUM BROMIDE,,,CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],459.422,-4.164699999999993,130.25,6.0,6.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(2-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)ethyl)hexan-1-aminium bromide",2-ETHYL-N N-DIMETHYL-N-(2-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)ETHYL)HEXAN-1-AMINIUM BROMIDE,,,CCCCC(CC)C[N+](C)(C)CCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],459.422,-4.164699999999993,130.25,6.0,6.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(3-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)propyl)hexan-1-aminium bis((trifluoromethyl)sulfonyl)imide",2-ETHYL-N N-DIMETHYL-N-(3-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)PROPYL)HEXAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,,,CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,673.6920000000003,0.28070000000000356,212.62999999999997,6.0,10.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(3-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)propyl)hexan-1-aminium bis((trifluoromethyl)sulfonyl)imide",2-ETHYL-N N-DIMETHYL-N-(3-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)PROPYL)HEXAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,,,CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,673.6920000000003,0.28070000000000356,212.62999999999997,6.0,10.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(3-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)propyl)hexan-1-aminium bis((trifluoromethyl)sulfonyl)imide",2-ETHYL-N N-DIMETHYL-N-(3-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)PROPYL)HEXAN-1-AMINIUM BIS((TRIFLUOROMETHYL)SULFONYL)IMIDE,,,CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,673.6920000000003,0.28070000000000356,212.62999999999997,6.0,10.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(3-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)propyl)hexan-1-aminium bromide",2-ETHYL-N N-DIMETHYL-N-(3-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)PROPYL)HEXAN-1-AMINIUM BROMIDE,,,CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],473.449,-3.7745999999999937,130.25,6.0,6.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(3-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)propyl)hexan-1-aminium bromide",2-ETHYL-N N-DIMETHYL-N-(3-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)PROPYL)HEXAN-1-AMINIUM BROMIDE,,,CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],473.449,-3.7745999999999937,130.25,6.0,6.0,0.0
ammonium.csv,"2-ethyl-N,N-dimethyl-N-(3-((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanamido)propyl)hexan-1-aminium bromide",2-ETHYL-N N-DIMETHYL-N-(3-((2R 3S 4R 5R)-2 3 4 5 6-PENTAHYDROXYHEXANAMIDO)PROPYL)HEXAN-1-AMINIUM BROMIDE,,,CCCCC(CC)C[N+](C)(C)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Br-],473.449,-3.7745999999999937,130.25,6.0,6.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium 2-hydroxyacetate,2-HYDROXYETHAN-1-AMINIUM 2-HYDROXYACETATE,,,O=C([O-])CO.[NH3+]CCO,137.13500000000002,-4.050799999999998,108.23,3.0,4.0,0.0
ammonium.csv,"2-hydroxyethan-1-aminium 2-hydroxypropane-1,2,3-tricarboxylate",2-HYDROXYETHAN-1-AMINIUM 2-HYDROXYPROPANE-1 2 3-TRICARBOXYLATE,,,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH3+]CCO.[NH3+]CCO.[NH3+]CCO,375.3750000000001,-10.59080000000001,284.23,7.0,10.0,0.0
ammonium.csv,"2-hydroxyethan-1-aminium 2-hydroxypropane-1,2,3-tricarboxylate",2-HYDROXYETHAN-1-AMINIUM 2-HYDROXYPROPANE-1 2 3-TRICARBOXYLATE,,,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[NH3+]CCO.[NH3+]CCO.[NH3+]CCO,375.3750000000001,-10.59080000000001,284.23,7.0,10.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium 2-hydroxypropanoate,2-HYDROXYETHAN-1-AMINIUM 2-HYDROXYPROPANOATE,,,CC(O)C(=O)[O-].[NH3+]CCO,151.162,-3.662299999999998,108.23,3.0,4.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium 2-hydroxypropanoate,2-HYDROXYETHAN-1-AMINIUM 2-HYDROXYPROPANOATE,,,CC(O)C(=O)[O-].[NH3+]CCO,151.162,-3.662299999999998,108.23,3.0,4.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium acetate,2-HYDROXYETHAN-1-AMINIUM ACETATE,,,CC(=O)[O-].[NH3+]CCO,121.136,-3.0231999999999988,88.0,2.0,3.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium acetate,2-HYDROXYETHAN-1-AMINIUM ACETATE,,,CC(=O)[O-].[NH3+]CCO,121.136,-3.0231999999999988,88.0,2.0,3.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium acetate,2-HYDROXYETHAN-1-AMINIUM ACETATE,,,CC(=O)[O-].[NH3+]CCO,121.136,-3.0231999999999988,88.0,2.0,3.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium adipate,2-HYDROXYETHAN-1-AMINIUM ADIPATE,,,O=C([O-])CCCCC(=O)[O-].[NH3+]CCO.[NH3+]CCO,268.30999999999995,-5.512199999999997,175.99999999999997,4.0,6.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium adipate,2-HYDROXYETHAN-1-AMINIUM ADIPATE,,,O=C([O-])CCCCC(=O)[O-].[NH3+]CCO.[NH3+]CCO,268.30999999999995,-5.512199999999997,175.99999999999997,4.0,6.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium formate,2-HYDROXYETHAN-1-AMINIUM FORMATE,,,O=C[O-].[NH3+]CCO,107.109,-3.413299999999999,88.0,2.0,3.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium formate,2-HYDROXYETHAN-1-AMINIUM FORMATE,,,O=C[O-].[NH3+]CCO,107.109,-3.413299999999999,88.0,2.0,3.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium formate,2-HYDROXYETHAN-1-AMINIUM FORMATE,,,O=C[O-].[NH3+]CCO,107.109,-3.413299999999999,88.0,2.0,3.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium nitrate,2-HYDROXYETHAN-1-AMINIUM NITRATE,,,O=[N+]([O-])[O-].[NH3+]CCO,124.096,-2.0184999999999995,114.07000000000001,2.0,4.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium oleate,2-HYDROXYETHAN-1-AMINIUM OLEATE,,,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].[NH3+]CCO,343.552,2.9944,88.0,2.0,3.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium propionate,2-HYDROXYETHAN-1-AMINIUM PROPIONATE,,,CCC(=O)[O-].[NH3+]CCO,135.163,-2.6330999999999984,88.0,2.0,3.0,0.0
ammonium.csv,2-hydroxyethan-1-aminium propionate,2-HYDROXYETHAN-1-AMINIUM PROPIONATE,,,CCC(=O)[O-].[NH3+]CCO,135.163,-2.6330999999999984,88.0,2.0,3.0,0.0
ammonium.csv,2-hydroxy-N-methylethan-1-aminium oleate,2-HYDROXY-N-METHYLETHAN-1-AMINIUM OLEATE,,,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].C[NH2+]CCO,357.57900000000006,2.945700000000001,76.97,2.0,3.0,0.0
ammonium.csv,2-methoxy-2-oxoethan-1-aminium nitrate,2-METHOXY-2-OXOETHAN-1-AMINIUM NITRATE,,,COC(=O)C[NH3+].O=[N+]([O-])[O-],152.10600000000002,-1.8377999999999988,120.14,1.0,5.0,0.0
ammonium.csv,"6-(benzo[d][1,3]dioxol-5-ylmethyl)-5-(4,5-dimethoxy-3-oxo-1,3-dihydroisobenzofuran-1-yl)-4-methoxy-6-methyl-5,6,7,8-tetrahydro-[1,3]dioxolo[4,5-g]isoquinolin-6-ium acetate",6-(BENZO D 1 3 DIOXOL-5-YLMETHYL)-5-(4 5-DIMETHOXY-3-OXO-1 3-DIHYDROISOBENZOFURAN-1-YL)-4-METHOXY-6-METHYL-5 6 7 8-TETRAHYDRO- 1 3 DIOXOLO 4 5-G ISOQUINOLIN-6-IUM ACETATE,,,CC(=O)[O-].COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)Cc1ccc2c(c1)OCO2,607.6120000000003,3.0817000000000014,131.04000000000002,0.0,11.0,3.0
ammonium.csv,"6-(benzo[d][1,3]dioxol-5-ylmethyl)-5-(4,5-dimethoxy-3-oxo-1,3-dihydroisobenzofuran-1-yl)-4-methoxy-6-methyl-5,6,7,8-tetrahydro-[1,3]dioxolo[4,5-g]isoquinolin-6-ium trifluoromethanesulfonate",6-(BENZO D 1 3 DIOXOL-5-YLMETHYL)-5-(4 5-DIMETHOXY-3-OXO-1 3-DIHYDROISOBENZOFURAN-1-YL)-4-METHOXY-6-METHYL-5 6 7 8-TETRAHYDRO- 1 3 DIOXOLO 4 5-G ISOQUINOLIN-6-IUM TRIFLUOROMETHANESULFONATE,,,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)Cc1ccc2c(c1)OCO2.O=S(=O)([O-])C(F)(F)F,697.6370000000005,4.376900000000004,148.11,0.0,12.0,3.0
ammonium.csv,bis(2-hydroxyethyl)ammonium 2-hydroxybenzoate,BIS(2-HYDROXYETHYL)AMMONIUM 2-HYDROXYBENZOATE,,,O=C([O-])c1ccccc1O.OCC[NH2+]CCO,243.25899999999993,-2.709899999999998,117.43,4.0,5.0,1.0
ammonium.csv,bis(2-hydroxyethyl)ammonium 2-hydroxybenzoate,BIS(2-HYDROXYETHYL)AMMONIUM 2-HYDROXYBENZOATE,,,O=C([O-])c1ccccc1O.OCC[NH2+]CCO,243.25899999999993,-2.709899999999998,117.43,4.0,5.0,1.0
ammonium.csv,"bis(2-hydroxyethyl)ammonium 2-hydroxypropane-1,2,3-tricarboxylate",BIS(2-HYDROXYETHYL)AMMONIUM 2-HYDROXYPROPANE-1 2 3-TRICARBOXYLATE,,,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].OCC[NH2+]CCO.OCC[NH2+]CCO.OCC[NH2+]CCO,507.53400000000045,-12.64940000000002,311.83,10.0,13.0,0.0
ammonium.csv,"bis(2-hydroxyethyl)ammonium 2-hydroxypropane-1,2,3-tricarboxylate",BIS(2-HYDROXYETHYL)AMMONIUM 2-HYDROXYPROPANE-1 2 3-TRICARBOXYLATE,,,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].OCC[NH2+]CCO.OCC[NH2+]CCO.OCC[NH2+]CCO,507.53400000000045,-12.64940000000002,311.83,10.0,13.0,0.0
ammonium.csv,bis(2-hydroxyethyl)ammonium 2-hydroxypropanoate,BIS(2-HYDROXYETHYL)AMMONIUM 2-HYDROXYPROPANOATE,,,CC(O)C(=O)[O-].OCC[NH2+]CCO,195.21499999999995,-4.348499999999996,117.43,4.0,5.0,0.0
ammonium.csv,bis(2-hydroxyethyl)ammonium 2-hydroxypropanoate,BIS(2-HYDROXYETHYL)AMMONIUM 2-HYDROXYPROPANOATE,,,CC(O)C(=O)[O-].OCC[NH2+]CCO,195.21499999999995,-4.348499999999996,117.43,4.0,5.0,0.0
ammonium.csv,bis(2-hydroxyethyl)ammonium acetate,BIS(2-HYDROXYETHYL)AMMONIUM ACETATE,,,CC(=O)[O-].OCC[NH2+]CCO,165.189,-3.7093999999999974,97.2,3.0,4.0,0.0
ammonium.csv,bis(2-hydroxyethyl)ammonium acetate,BIS(2-HYDROXYETHYL)AMMONIUM ACETATE,,,CC(=O)[O-].OCC[NH2+]CCO,165.189,-3.7093999999999974,97.2,3.0,4.0,0.0
ammonium.csv,bis(2-hydroxyethyl)ammonium acetate,BIS(2-HYDROXYETHYL)AMMONIUM ACETATE,,,CC(=O)[O-].OCC[NH2+]CCO,165.189,-3.7093999999999974,97.2,3.0,4.0,0.0
ammonium.csv,bis(2-hydroxyethyl)ammonium adipate,BIS(2-HYDROXYETHYL)AMMONIUM ADIPATE,,,O=C([O-])CCCCC(=O)[O-].OCC[NH2+]CCO.OCC[NH2+]CCO,356.41600000000017,-6.884600000000004,194.39999999999995,6.0,8.0,0.0
ammonium.csv,bis(2-hydroxyethyl)ammonium adipate,BIS(2-HYDROXYETHYL)AMMONIUM ADIPATE,,,O=C([O-])CCCCC(=O)[O-].OCC[NH2+]CCO.OCC[NH2+]CCO,356.41600000000017,-6.884600000000004,194.39999999999995,6.0,8.0,0.0
ammonium.csv,bis(2-hydroxyethyl)ammonium benzoate,BIS(2-HYDROXYETHYL)AMMONIUM BENZOATE,,,O=C([O-])c1ccccc1.OCC[NH2+]CCO,227.2599999999999,-2.4154999999999975,97.2,3.0,4.0,1.0
ammonium.csv,bis(2-hydroxyethyl)ammonium benzoate,BIS(2-HYDROXYETHYL)AMMONIUM BENZOATE,,,O=C([O-])c1ccccc1.OCC[NH2+]CCO,227.2599999999999,-2.4154999999999975,97.2,3.0,4.0,1.0
ammonium.csv,bis(2-hydroxyethyl)ammonium fumarate,BIS(2-HYDROXYETHYL)AMMONIUM FUMARATE,,,O=C([O-])C=CC(=O)[O-].OCC[NH2+]CCO.OCC[NH2+]CCO,326.34600000000006,-7.888800000000007,194.39999999999995,6.0,8.0,0.0
ammonium.csv,bis(2-hydroxyethyl)ammonium fumarate,BIS(2-HYDROXYETHYL)AMMONIUM FUMARATE,,,O=C([O-])C=CC(=O)[O-].OCC[NH2+]CCO.OCC[NH2+]CCO,326.34600000000006,-7.888800000000007,194.39999999999995,6.0,8.0,0.0
ammonium.csv,bis(2-hydroxyethyl)ammonium oleate,BIS(2-HYDROXYETHYL)AMMONIUM OLEATE,,,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].OCC[NH2+]CCO,387.60500000000013,2.3082000000000007,97.2,3.0,4.0,0.0
ammonium.csv,ethanaminium 2-hydroxyacetate,ETHANAMINIUM 2-HYDROXYACETATE,,,CC[NH3+].O=C([O-])CO,121.13599999999998,-3.0231999999999988,88.0,2.0,3.0,0.0
ammonium.csv,ethanaminium acetate,ETHANAMINIUM ACETATE,,,CC(=O)[O-].CC[NH3+],105.13700000000001,-1.9955999999999987,67.77,1.0,2.0,0.0
ammonium.csv,ethanaminium formate,ETHANAMINIUM FORMATE,,,CC[NH3+].O=C[O-],91.10999999999999,-2.385699999999999,67.77,1.0,2.0,0.0
ammonium.csv,ethanaminium nitrate,ETHANAMINIUM NITRATE,,,CC[NH3+].O=[N+]([O-])[O-],108.097,-0.9908999999999997,93.84,1.0,3.0,0.0
ammonium.csv,N-((5-(chloromethyl)furan-2-yl)methyl)-N-ethylethanaminium chloride,N-((5-(CHLOROMETHYL)FURAN-2-YL)METHYL)-N-ETHYLETHANAMINIUM CHLORIDE,,,CC[NH+](CC)Cc1ccc(CCl)o1.[Cl-],238.15799999999996,-1.5528999999999975,17.580000000000002,1.0,1.0,1.0
ammonium.csv,N-((5-(hydroxymethyl)furan-2-yl)methyl)butan-1-aminium chloride,N-((5-(HYDROXYMETHYL)FURAN-2-YL)METHYL)BUTAN-1-AMINIUM CHLORIDE,,,CCCC[NH2+]Cc1ccc(CO)o1.[Cl-],219.71199999999996,-2.3605999999999967,49.980000000000004,2.0,2.0,1.0
ammonium.csv,N-((5-(hydroxymethyl)furan-2-yl)methyl)cyclohexanaminium chloride,N-((5-(HYDROXYMETHYL)FURAN-2-YL)METHYL)CYCLOHEXANAMINIUM CHLORIDE,,,OCc1ccc(C[NH2+]C2CCCCC2)o1.[Cl-],245.74999999999994,-1.8279999999999972,49.980000000000004,2.0,2.0,1.0
ammonium.csv,"N-((7-(decyloxy)-4,5-dimethoxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N,N-dimethyltetradecan-1-aminium bromide",N-((7-(DECYLOXY)-4 5-DIMETHOXY-9 10-DIOXO-9 10-DIHYDROANTHRACEN-2-YL)METHYL)-N N-DIMETHYLTETRADECAN-1-AMINIUM BROMIDE,,,CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(OC)c2c(c1)C(=O)c1cc(OCCCCCCCCCC)cc(OC)c1C2=O.[Br-],758.923,8.280200000000008,61.830000000000005,0.0,5.0,2.0
ammonium.csv,"N-((7-(decyloxy)-4,5-dimethoxy-9,10-dioxo-9,10-dihydroanthracen-2-yl)methyl)-N,N-dimethyltetradecan-1-aminium bromide",N-((7-(DECYLOXY)-4 5-DIMETHOXY-9 10-DIOXO-9 10-DIHYDROANTHRACEN-2-YL)METHYL)-N N-DIMETHYLTETRADECAN-1-AMINIUM BROMIDE,,,CCCCCCCCCCCCCC[N+](C)(C)Cc1cc(OC)c2c(c1)C(=O)c1cc(OCCCCCCCCCC)cc(OC)c1C2=O.[Br-],758.923,8.280200000000008,61.830000000000005,0.0,5.0,2.0
